"1","妙蛙種子","フシギダネ","Bulbasaur","2018-11-20 00:00:00","2018-11-20 00:00:00"
"2","妙蛙草","フシギソウ","Ivysaur","2018-11-20 00:00:00","2018-11-20 00:00:00"
"3","妙蛙花","フシギバナ","Venusaur","2018-11-20 00:00:00","2018-11-20 00:00:00"
"4","小火龍","ヒトカゲ","Charmander","2018-11-20 00:00:00","2018-11-20 00:00:00"
"5","火恐龍","リザード","Charmeleon","2018-11-20 00:00:00","2018-11-20 00:00:00"
"6","噴火龍","リザードン","Charizard","2018-11-20 00:00:00","2018-11-20 00:00:00"
"7","傑尼龜","ゼニガメ","Squirtle","2018-11-20 00:00:00","2018-11-20 00:00:00"
"8","卡咪龜","カメール","Wartortle","2018-11-20 00:00:00","2018-11-20 00:00:00"
"9","水箭龜","カメックス","Blastoise","2018-11-20 00:00:00","2018-11-20 00:00:00"
"10","綠毛蟲","キャタピー","Caterpie","2018-11-20 00:00:00","2018-11-20 00:00:00"
"11","鐵甲蛹","トランセル","Metapod","2018-11-20 00:00:00","2018-11-20 00:00:00"
"12","巴大蝶","バタフリー","Butterfree","2018-11-20 00:00:00","2018-11-20 00:00:00"
"13","獨角蟲","ビードル","Weedle","2018-11-20 00:00:00","2018-11-20 00:00:00"
"14","鐵殼蛹","コクーン","Kakuna","2018-11-20 00:00:00","2018-11-20 00:00:00"
"15","大針蜂","スピアー","Beedrill","2018-11-20 00:00:00","2018-11-20 00:00:00"
"16","波波","ポッポ","Pidgey","2018-11-20 00:00:00","2018-11-20 00:00:00"
"17","比比鳥","ピジョン","Pidgeotto","2018-11-20 00:00:00","2018-11-20 00:00:00"
"18","大比鳥","ピジョット","Pidgeot","2018-11-20 00:00:00","2018-11-20 00:00:00"
"19","小拉達","コラッタ","Rattata","2018-11-20 00:00:00","2018-11-20 00:00:00"
"20","拉達","ラッタ","Raticate","2018-11-20 00:00:00","2018-11-20 00:00:00"
"21","烈雀","オニスズメ","Spearow","2018-11-20 00:00:00","2018-11-20 00:00:00"
"22","大嘴雀","オニドリル","Fearow","2018-11-20 00:00:00","2018-11-20 00:00:00"
"23","阿柏蛇","アーボ","Ekans","2018-11-20 00:00:00","2018-11-20 00:00:00"
"24","阿柏怪","アーボック","Arbok","2018-11-20 00:00:00","2018-11-20 00:00:00"
"25","皮卡丘","ピカチュウ","Pikachu","2018-11-20 00:00:00","2018-11-20 00:00:00"
"26","雷丘","ライチュウ","Raichu","2018-11-20 00:00:00","2018-11-20 00:00:00"
"27","穿山鼠","サンド","Sandshrew","2018-11-20 00:00:00","2018-11-20 00:00:00"
"28","穿山王","サンドパン","Sandslash","2018-11-20 00:00:00","2018-11-20 00:00:00"
"29","尼多蘭","ニドラン♀","Nidoran-F","2018-11-20 00:00:00","2018-11-20 00:00:00"
"30","尼多娜","ニドリーナ","Nidorina","2018-11-20 00:00:00","2018-11-20 00:00:00"
"31","尼多後","ニドクイン","Nidoqueen","2018-11-20 00:00:00","2018-11-20 00:00:00"
"32","尼多朗","ニドラン♂","Nidoran-M","2018-11-20 00:00:00","2018-11-20 00:00:00"
"33","尼多力諾","ニドリーノ","Nidorino","2018-11-20 00:00:00","2018-11-20 00:00:00"
"34","尼多王","ニドキング","Nidoking","2018-11-20 00:00:00","2018-11-20 00:00:00"
"35","皮皮","ピッピ","Clefairy","2018-11-20 00:00:00","2018-11-20 00:00:00"
"36","皮可西","ピクシー","Clefable","2018-11-20 00:00:00","2018-11-20 00:00:00"
"37","六尾","ロコン","Vulpix","2018-11-20 00:00:00","2018-11-20 00:00:00"
"38","九尾","キュウコン","Ninetales","2018-11-20 00:00:00","2018-11-20 00:00:00"
"39","胖丁","プリン","Jigglypuff","2018-11-20 00:00:00","2018-11-20 00:00:00"
"40","胖可丁","プクリン","Wigglytuff","2018-11-20 00:00:00","2018-11-20 00:00:00"
"41","超音蝠","ズバット","Zubat","2018-11-20 00:00:00","2018-11-20 00:00:00"
"42","大嘴蝠","ゴルバット","Golbat","2018-11-20 00:00:00","2018-11-20 00:00:00"
"43","走路草","ナゾノクサ","Oddish","2018-11-20 00:00:00","2018-11-20 00:00:00"
"44","臭臭花","クサイハナ","Gloom","2018-11-20 00:00:00","2018-11-20 00:00:00"
"45","霸王花","ラフレシア","Vileplume","2018-11-20 00:00:00","2018-11-20 00:00:00"
"46","派拉斯","パラス","Paras","2018-11-20 00:00:00","2018-11-20 00:00:00"
"47","派拉斯特","パラセクト","Parasect","2018-11-20 00:00:00","2018-11-20 00:00:00"
"48","毛球","コンパン","Venonat","2018-11-20 00:00:00","2018-11-20 00:00:00"
"49","摩魯蛾","モルフォン","Venomoth","2018-11-20 00:00:00","2018-11-20 00:00:00"
"50","地鼠","ディグダ","Diglett","2018-11-20 00:00:00","2018-11-20 00:00:00"
"51","三地鼠","ダグトリオ","Dugtrio","2018-11-20 00:00:00","2018-11-20 00:00:00"
"52","喵喵","ニャース","Meowth","2018-11-20 00:00:00","2018-11-20 00:00:00"
"53","貓老大","ペルシアン","Persian","2018-11-20 00:00:00","2018-11-20 00:00:00"
"54","可達鴨","コダック","Psyduck","2018-11-20 00:00:00","2018-11-20 00:00:00"
"55","哥達鴨","ゴルダック","Golduck","2018-11-20 00:00:00","2018-11-20 00:00:00"
"56","猴怪","マンキー","Mankey","2018-11-20 00:00:00","2018-11-20 00:00:00"
"57","火暴猴","オコリザル","Primeape","2018-11-20 00:00:00","2018-11-20 00:00:00"
"58","卡蒂狗","ガーディ","Growlithe","2018-11-20 00:00:00","2018-11-20 00:00:00"
"59","風速狗","ウインディ","Arcanine","2018-11-20 00:00:00","2018-11-20 00:00:00"
"60","蚊香蝌蚪","ニョロモ","Poliwag","2018-11-20 00:00:00","2018-11-20 00:00:00"
"61","蚊香君","ニョロゾ","Poliwhirl","2018-11-20 00:00:00","2018-11-20 00:00:00"
"62","蚊香泳士","ニョロボン","Poliwrath","2018-11-20 00:00:00","2018-11-20 00:00:00"
"63","凱西","ケーシィ","Abra","2018-11-20 00:00:00","2018-11-20 00:00:00"
"64","勇基拉","ユンゲラー","Kadabra","2018-11-20 00:00:00","2018-11-20 00:00:00"
"65","胡地","フーディン","Alakazam","2018-11-20 00:00:00","2018-11-20 00:00:00"
"66","腕力","ワンリキー","Machop","2018-11-20 00:00:00","2018-11-20 00:00:00"
"67","豪力","ゴーリキー","Machoke","2018-11-20 00:00:00","2018-11-20 00:00:00"
"68","怪力","カイリキー","Machamp","2018-11-20 00:00:00","2018-11-20 00:00:00"
"69","喇叭芽","マダツボミ","Bellsprout","2018-11-20 00:00:00","2018-11-20 00:00:00"
"70","口呆花","ウツドン","Weepinbell","2018-11-20 00:00:00","2018-11-20 00:00:00"
"71","大食花","ウツボット","Victreebel","2018-11-20 00:00:00","2018-11-20 00:00:00"
"72","瑪瑙水母","メノクラゲ","Tentacool","2018-11-20 00:00:00","2018-11-20 00:00:00"
"73","毒刺水母","ドククラゲ","Tentacruel","2018-11-20 00:00:00","2018-11-20 00:00:00"
"74","小拳石","イシツブテ","Geodude","2018-11-20 00:00:00","2018-11-20 00:00:00"
"75","隆隆石","ゴローン","Graveler","2018-11-20 00:00:00","2018-11-20 00:00:00"
"76","隆隆岩","ゴローニャ","Golem","2018-11-20 00:00:00","2018-11-20 00:00:00"
"77","小火馬","ポニータ","Ponyta","2018-11-20 00:00:00","2018-11-20 00:00:00"
"78","烈焰馬","ギャロップ","Rapidash","2018-11-20 00:00:00","2018-11-20 00:00:00"
"79","呆呆獸","ヤドン","Slowpoke","2018-11-20 00:00:00","2018-11-20 00:00:00"
"80","呆殼獸","ヤドラン","Slowbro","2018-11-20 00:00:00","2018-11-20 00:00:00"
"81","小磁怪","コイル","Magnemite","2018-11-20 00:00:00","2018-11-20 00:00:00"
"82","三合一磁怪","レアコイル","Magneton","2018-11-20 00:00:00","2018-11-20 00:00:00"
"83","大蔥鴨","カモネギ","Farfetchd","2018-11-20 00:00:00","2018-11-20 00:00:00"
"84","嘟嘟","ドードー","Doduo","2018-11-20 00:00:00","2018-11-20 00:00:00"
"85","嘟嘟利","ドードリオ","Dodrio","2018-11-20 00:00:00","2018-11-20 00:00:00"
"86","小海獅","パウワウ","Seel","2018-11-20 00:00:00","2018-11-20 00:00:00"
"87","白海獅","ジュゴン","Dewgong","2018-11-20 00:00:00","2018-11-20 00:00:00"
"88","臭泥","ベトベター","Grimer","2018-11-20 00:00:00","2018-11-20 00:00:00"
"89","臭臭泥","ベトベトン","Muk","2018-11-20 00:00:00","2018-11-20 00:00:00"
"90","大舌貝","シェルダー","Shellder","2018-11-20 00:00:00","2018-11-20 00:00:00"
"91","刺甲貝","パルシェン","Cloyster","2018-11-20 00:00:00","2018-11-20 00:00:00"
"92","鬼斯","ゴース","Gastly","2018-11-20 00:00:00","2018-11-20 00:00:00"
"93","鬼斯通","ゴースト","Haunter","2018-11-20 00:00:00","2018-11-20 00:00:00"
"94","耿鬼","ゲンガー","Gengar","2018-11-20 00:00:00","2018-11-20 00:00:00"
"95","大岩蛇","イワーク","Onix","2018-11-20 00:00:00","2018-11-20 00:00:00"
"96","催眠貘","スリープ","Drowzee","2018-11-20 00:00:00","2018-11-20 00:00:00"
"97","引夢貘人","スリーパー","Hypno","2018-11-20 00:00:00","2018-11-20 00:00:00"
"98","大鉗蟹","クラブ","Krabby","2018-11-20 00:00:00","2018-11-20 00:00:00"
"99","巨鉗蟹","キングラー","Kingler","2018-11-20 00:00:00","2018-11-20 00:00:00"
"100","霹靂電球","ビリリダマ","Voltorb","2018-11-20 00:00:00","2018-11-20 00:00:00"
"101","頑皮雷彈","マルマイン","Electrode","2018-11-20 00:00:00","2018-11-20 00:00:00"
"102","蛋蛋","タマタマ","Exeggcute","2018-11-20 00:00:00","2018-11-20 00:00:00"
"103","椰蛋樹","ナッシー","Exeggutor","2018-11-20 00:00:00","2018-11-20 00:00:00"
"104","卡拉卡拉","カラカラ","Cubone","2018-11-20 00:00:00","2018-11-20 00:00:00"
"105","嘎啦嘎啦","ガラガラ","Marowak","2018-11-20 00:00:00","2018-11-20 00:00:00"
"106","飛腿郎","サワムラー","Hitmonlee","2018-11-20 00:00:00","2018-11-20 00:00:00"
"107","快拳郎","エビワラー","Hitmonchan","2018-11-20 00:00:00","2018-11-20 00:00:00"
"108","大舌頭","ベロリンガ","Lickitung","2018-11-20 00:00:00","2018-11-20 00:00:00"
"109","瓦斯彈","ドガース","Koffing","2018-11-20 00:00:00","2018-11-20 00:00:00"
"110","雙彈瓦斯","マタドガス","Weezing","2018-11-20 00:00:00","2018-11-20 00:00:00"
"111","獨角犀牛","サイホーン","Rhyhorn","2018-11-20 00:00:00","2018-11-20 00:00:00"
"112","鑽角犀獸","サイドン","Rhydon","2018-11-20 00:00:00","2018-11-20 00:00:00"
"113","吉利蛋","ラッキー","Chansey","2018-11-20 00:00:00","2018-11-20 00:00:00"
"114","蔓藤怪","モンジャラ","Tangela","2018-11-20 00:00:00","2018-11-20 00:00:00"
"115","袋獸","ガルーラ","Kangaskhan","2018-11-20 00:00:00","2018-11-20 00:00:00"
"116","墨海馬","タッツー","Horsea","2018-11-20 00:00:00","2018-11-20 00:00:00"
"117","海刺龍","シードラ","Seadra","2018-11-20 00:00:00","2018-11-20 00:00:00"
"118","角金魚","トサキント","Goldeen","2018-11-20 00:00:00","2018-11-20 00:00:00"
"119","金魚王","アズマオウ","Seaking","2018-11-20 00:00:00","2018-11-20 00:00:00"
"120","海星星","ヒトデマン","Staryu","2018-11-20 00:00:00","2018-11-20 00:00:00"
"121","寶石海星","スターミー","Starmie","2018-11-20 00:00:00","2018-11-20 00:00:00"
"122","魔牆人偶","バリヤード","Mr-Mime","2018-11-20 00:00:00","2018-11-20 00:00:00"
"123","飛天螳螂","ストライク","Scyther","2018-11-20 00:00:00","2018-11-20 00:00:00"
"124","迷唇姐","ルージュラ","Jynx","2018-11-20 00:00:00","2018-11-20 00:00:00"
"125","電擊獸","エレブー","Electabuzz","2018-11-20 00:00:00","2018-11-20 00:00:00"
"126","鴨嘴火獸","ブーバー","Magmar","2018-11-20 00:00:00","2018-11-20 00:00:00"
"127","凱羅斯","カイロス","Pinsir","2018-11-20 00:00:00","2018-11-20 00:00:00"
"128","肯泰羅","ケンタロス","Tauros","2018-11-20 00:00:00","2018-11-20 00:00:00"
"129","鯉魚王","コイキング","Magikarp","2018-11-20 00:00:00","2018-11-20 00:00:00"
"130","暴鯉龍","ギャラドス","Gyarados","2018-11-20 00:00:00","2018-11-20 00:00:00"
"131","拉普拉斯","ラプラス","Lapras","2018-11-20 00:00:00","2018-11-20 00:00:00"
"132","百變怪","メタモン","Ditto","2018-11-20 00:00:00","2018-11-20 00:00:00"
"133","伊布","イーブイ","Eevee","2018-11-20 00:00:00","2018-11-20 00:00:00"
"134","水伊布","シャワーズ","Vaporeon","2018-11-20 00:00:00","2018-11-20 00:00:00"
"135","雷伊布","サンダース","Jolteon","2018-11-20 00:00:00","2018-11-20 00:00:00"
"136","火伊布","ブースター","Flareon","2018-11-20 00:00:00","2018-11-20 00:00:00"
"137","多邊獸","ポリゴン","Porygon","2018-11-20 00:00:00","2018-11-20 00:00:00"
"138","菊石獸","オムナイト","Omanyte","2018-11-20 00:00:00","2018-11-20 00:00:00"
"139","多刺菊石獸","オムスター","Omastar","2018-11-20 00:00:00","2018-11-20 00:00:00"
"140","化石盔","カブト","Kabuto","2018-11-20 00:00:00","2018-11-20 00:00:00"
"141","鐮刀盔","カブトプス","Kabutops","2018-11-20 00:00:00","2018-11-20 00:00:00"
"142","化石翼龍","プテラ","Aerodactyl","2018-11-20 00:00:00","2018-11-20 00:00:00"
"143","卡比獸","カビゴン","Snorlax","2018-11-20 00:00:00","2018-11-20 00:00:00"
"144","急凍鳥","フリーザー","Articuno","2018-11-20 00:00:00","2018-11-20 00:00:00"
"145","閃電鳥","サンダー","Zapdos","2018-11-20 00:00:00","2018-11-20 00:00:00"
"146","火焰鳥","ファイヤー","Moltres","2018-11-20 00:00:00","2018-11-20 00:00:00"
"147","迷你龍","ミニリュウ","Dratini","2018-11-20 00:00:00","2018-11-20 00:00:00"
"148","哈克龍","ハクリュー","Dragonair","2018-11-20 00:00:00","2018-11-20 00:00:00"
"149","快龍","カイリュー","Dragonite","2018-11-20 00:00:00","2018-11-20 00:00:00"
"150","超夢","ミュウツー","Mewtwo","2018-11-20 00:00:00","2018-11-20 00:00:00"
"151","夢幻","ミュウ","Mew","2018-11-20 00:00:00","2018-11-20 00:00:00"
"152","菊草葉","チコリータ","Chikorita","2018-11-20 00:00:00","2018-11-20 00:00:00"
"153","月桂葉","ベイリーフ","Bayleef","2018-11-20 00:00:00","2018-11-20 00:00:00"
"154","大竺葵","メガニウム","Meganium","2018-11-20 00:00:00","2018-11-20 00:00:00"
"155","火球鼠","ヒノアラシ","Cyndaquil","2018-11-20 00:00:00","2018-11-20 00:00:00"
"156","火岩鼠","マグマラシ","Quilava","2018-11-20 00:00:00","2018-11-20 00:00:00"
"157","火暴獸","バクフーン","Typhlosion","2018-11-20 00:00:00","2018-11-20 00:00:00"
"158","小鋸鱷","ワニノコ","Totodile","2018-11-20 00:00:00","2018-11-20 00:00:00"
"159","藍鱷","アリゲイツ","Croconaw","2018-11-20 00:00:00","2018-11-20 00:00:00"
"160","大力鱷","オーダイル","Feraligatr","2018-11-20 00:00:00","2018-11-20 00:00:00"
"161","尾立","オタチ","Sentret","2018-11-20 00:00:00","2018-11-20 00:00:00"
"162","大尾立","オオタチ","Furret","2018-11-20 00:00:00","2018-11-20 00:00:00"
"163","咕咕","ホーホー","Hoothoot","2018-11-20 00:00:00","2018-11-20 00:00:00"
"164","貓頭夜鷹","ヨルノズク","Noctowl","2018-11-20 00:00:00","2018-11-20 00:00:00"
"165","芭瓢蟲","レディバ","Ledyba","2018-11-20 00:00:00","2018-11-20 00:00:00"
"166","安瓢蟲","レディアン","Ledian","2018-11-20 00:00:00","2018-11-20 00:00:00"
"167","圓絲蛛","イトマル","Spinarak","2018-11-20 00:00:00","2018-11-20 00:00:00"
"168","阿利多斯","アリアドス","Ariados","2018-11-20 00:00:00","2018-11-20 00:00:00"
"169","叉字蝠","クロバット","Crobat","2018-11-20 00:00:00","2018-11-20 00:00:00"
"170","燈籠魚","チョンチー","Chinchou","2018-11-20 00:00:00","2018-11-20 00:00:00"
"171","電燈怪","ランターン","Lanturn","2018-11-20 00:00:00","2018-11-20 00:00:00"
"172","皮丘","ピチュー","Pichu","2018-11-20 00:00:00","2018-11-20 00:00:00"
"173","皮寶寶","ピィ","Cleffa","2018-11-20 00:00:00","2018-11-20 00:00:00"
"174","寶寶丁","ププリン","Igglybuff","2018-11-20 00:00:00","2018-11-20 00:00:00"
"175","波克比","トゲピー","Togepi","2018-11-20 00:00:00","2018-11-20 00:00:00"
"176","波克基古","トゲチック","Togetic","2018-11-20 00:00:00","2018-11-20 00:00:00"
"177","天然雀","ネイティ","Natu","2018-11-20 00:00:00","2018-11-20 00:00:00"
"178","天然鳥","ネイティオ","Xatu","2018-11-20 00:00:00","2018-11-20 00:00:00"
"179","咩利羊","メリープ","Mareep","2018-11-20 00:00:00","2018-11-20 00:00:00"
"180","茸茸羊","モココ","Flaaffy","2018-11-20 00:00:00","2018-11-20 00:00:00"
"181","電龍","デンリュウ","Ampharos","2018-11-20 00:00:00","2018-11-20 00:00:00"
"182","美麗花","キレイハナ","Bellossom","2018-11-20 00:00:00","2018-11-20 00:00:00"
"183","瑪力露","マリル","Marill","2018-11-20 00:00:00","2018-11-20 00:00:00"
"184","瑪力露麗","マリルリ","Azumarill","2018-11-20 00:00:00","2018-11-20 00:00:00"
"185","樹才怪","ウソッキー","Sudowoodo","2018-11-20 00:00:00","2018-11-20 00:00:00"
"186","蚊香蛙皇","ニョロトノ","Politoed","2018-11-20 00:00:00","2018-11-20 00:00:00"
"187","毽子草","ハネッコ","Hoppip","2018-11-20 00:00:00","2018-11-20 00:00:00"
"188","毽子花","ポポッコ","Skiploom","2018-11-20 00:00:00","2018-11-20 00:00:00"
"189","毽子棉","ワタッコ","Jumpluff","2018-11-20 00:00:00","2018-11-20 00:00:00"
"190","長尾怪手","エイパム","Aipom","2018-11-20 00:00:00","2018-11-20 00:00:00"
"191","向日種子","ヒマナッツ","Sunkern","2018-11-20 00:00:00","2018-11-20 00:00:00"
"192","向日花怪","キマワリ","Sunflora","2018-11-20 00:00:00","2018-11-20 00:00:00"
"193","蜻蜻蜓","ヤンヤンマ","Yanma","2018-11-20 00:00:00","2018-11-20 00:00:00"
"194","烏波","ウパー","Wooper","2018-11-20 00:00:00","2018-11-20 00:00:00"
"195","沼王","ヌオー","Quagsire","2018-11-20 00:00:00","2018-11-20 00:00:00"
"196","太陽伊布","エーフィ","Espeon","2018-11-20 00:00:00","2018-11-20 00:00:00"
"197","月亮伊布","ブラッキー","Umbreon","2018-11-20 00:00:00","2018-11-20 00:00:00"
"198","黑暗鴉","ヤミカラス","Murkrow","2018-11-20 00:00:00","2018-11-20 00:00:00"
"199","呆呆王","ヤドキング","Slowking","2018-11-20 00:00:00","2018-11-20 00:00:00"
"200","夢妖","ムウマ","Misdreavus","2018-11-20 00:00:00","2018-11-20 00:00:00"
"201","未知圖騰","アンノーン","Unown","2018-11-20 00:00:00","2018-11-20 00:00:00"
"202","果然翁","ソーナンス","Wobbuffet","2018-11-20 00:00:00","2018-11-20 00:00:00"
"203","麒麟奇","キリンリキ","Girafarig","2018-11-20 00:00:00","2018-11-20 00:00:00"
"204","榛果球","クヌギダマ","Pineco","2018-11-20 00:00:00","2018-11-20 00:00:00"
"205","佛烈托斯","フォレトス","Forretress","2018-11-20 00:00:00","2018-11-20 00:00:00"
"206","土龍弟弟","ノコッチ","Dunsparce","2018-11-20 00:00:00","2018-11-20 00:00:00"
"207","天蠍","グライガー","Gligar","2018-11-20 00:00:00","2018-11-20 00:00:00"
"208","大鋼蛇","ハガネール","Steelix","2018-11-20 00:00:00","2018-11-20 00:00:00"
"209","布魯","ブルー","Snubbull","2018-11-20 00:00:00","2018-11-20 00:00:00"
"210","布魯皇","グランブル","Granbull","2018-11-20 00:00:00","2018-11-20 00:00:00"
"211","千針魚","ハリーセン","Qwilfish","2018-11-20 00:00:00","2018-11-20 00:00:00"
"212","巨鉗螳螂","ハッサム","Scizor","2018-11-20 00:00:00","2018-11-20 00:00:00"
"213","壺壺","ツボツボ","Shuckle","2018-11-20 00:00:00","2018-11-20 00:00:00"
"214","赫拉克羅斯","ヘラクロス","Heracross","2018-11-20 00:00:00","2018-11-20 00:00:00"
"215","狃拉","ニューラ","Sneasel","2018-11-20 00:00:00","2018-11-20 00:00:00"
"216","熊寶寶","ヒメグマ","Teddiursa","2018-11-20 00:00:00","2018-11-20 00:00:00"
"217","圈圈熊","リングマ","Ursaring","2018-11-20 00:00:00","2018-11-20 00:00:00"
"218","熔岩蟲","マグマッグ","Slugma","2018-11-20 00:00:00","2018-11-20 00:00:00"
"219","熔岩蝸牛","マグカルゴ","Magcargo","2018-11-20 00:00:00","2018-11-20 00:00:00"
"220","小山豬","ウリムー","Swinub","2018-11-20 00:00:00","2018-11-20 00:00:00"
"221","長毛豬","イノムー","Piloswine","2018-11-20 00:00:00","2018-11-20 00:00:00"
"222","太陽珊瑚","サニーゴ","Corsola","2018-11-20 00:00:00","2018-11-20 00:00:00"
"223","鐵炮魚","テッポウオ","Remoraid","2018-11-20 00:00:00","2018-11-20 00:00:00"
"224","章魚桶","オクタン","Octillery","2018-11-20 00:00:00","2018-11-20 00:00:00"
"225","信使鳥","デリバード","Delibird","2018-11-20 00:00:00","2018-11-20 00:00:00"
"226","巨翅飛魚","マンタイン","Mantine","2018-11-20 00:00:00","2018-11-20 00:00:00"
"227","盔甲鳥","エアームド","Skarmory","2018-11-20 00:00:00","2018-11-20 00:00:00"
"228","戴魯比","デルビル","Houndour","2018-11-20 00:00:00","2018-11-20 00:00:00"
"229","黑魯加","ヘルガー","Houndoom","2018-11-20 00:00:00","2018-11-20 00:00:00"
"230","刺龍王","キングドラ","Kingdra","2018-11-20 00:00:00","2018-11-20 00:00:00"
"231","小小象","ゴマゾウ","Phanpy","2018-11-20 00:00:00","2018-11-20 00:00:00"
"232","頓甲","ドンファン","Donphan","2018-11-20 00:00:00","2018-11-20 00:00:00"
"233","多邊獸Ⅱ","ポリゴン２","Porygon2","2018-11-20 00:00:00","2018-11-20 00:00:00"
"234","驚角鹿","オドシシ","Stantler","2018-11-20 00:00:00","2018-11-20 00:00:00"
"235","圖圖犬","ドーブル","Smeargle","2018-11-20 00:00:00","2018-11-20 00:00:00"
"236","無畏小子","バルキー","Tyrogue","2018-11-20 00:00:00","2018-11-20 00:00:00"
"237","戰舞郎","カポエラー","Hitmontop","2018-11-20 00:00:00","2018-11-20 00:00:00"
"238","迷唇娃","ムチュール","Smoochum","2018-11-20 00:00:00","2018-11-20 00:00:00"
"239","電擊怪","エレキッド","Elekid","2018-11-20 00:00:00","2018-11-20 00:00:00"
"240","鴨嘴寶寶","ブビィ","Magby","2018-11-20 00:00:00","2018-11-20 00:00:00"
"241","大奶罐","ミルタンク","Miltank","2018-11-20 00:00:00","2018-11-20 00:00:00"
"242","幸福蛋","ハピナス","Blissey","2018-11-20 00:00:00","2018-11-20 00:00:00"
"243","雷公","ライコウ","Raikou","2018-11-20 00:00:00","2018-11-20 00:00:00"
"244","炎帝","エンテイ","Entei","2018-11-20 00:00:00","2018-11-20 00:00:00"
"245","水君","スイクン","Suicune","2018-11-20 00:00:00","2018-11-20 00:00:00"
"246","幼基拉斯","ヨーギラス","Larvitar","2018-11-20 00:00:00","2018-11-20 00:00:00"
"247","沙基拉斯","サナギラス","Pupitar","2018-11-20 00:00:00","2018-11-20 00:00:00"
"248","班基拉斯","バンギラス","Tyranitar","2018-11-20 00:00:00","2018-11-20 00:00:00"
"249","洛奇亞","ルギア","Lugia","2018-11-20 00:00:00","2018-11-20 00:00:00"
"250","鳳王","ホウオウ","Ho-Oh","2018-11-20 00:00:00","2018-11-20 00:00:00"
"251","時拉比","セレビィ","Celebi","2018-11-20 00:00:00","2018-11-20 00:00:00"
"252","木守宮","キモリ","Treecko","2018-11-20 00:00:00","2018-11-20 00:00:00"
"253","森林蜥蜴","ジュプトル","Grovyle","2018-11-20 00:00:00","2018-11-20 00:00:00"
"254","蜥蜴王","ジュカイン","Sceptile","2018-11-20 00:00:00","2018-11-20 00:00:00"
"255","火稚雞","アチャモ","Torchic","2018-11-20 00:00:00","2018-11-20 00:00:00"
"256","力壯雞","ワカシャモ","Combusken","2018-11-20 00:00:00","2018-11-20 00:00:00"
"257","火焰雞","バシャーモ","Blaziken","2018-11-20 00:00:00","2018-11-20 00:00:00"
"258","水躍魚","ミズゴロウ","Mudkip","2018-11-20 00:00:00","2018-11-20 00:00:00"
"259","沼躍魚","ヌマクロー","Marshtomp","2018-11-20 00:00:00","2018-11-20 00:00:00"
"260","巨沼怪","ラグラージ","Swampert","2018-11-20 00:00:00","2018-11-20 00:00:00"
"261","土狼犬","ポチエナ","Poochyena","2018-11-20 00:00:00","2018-11-20 00:00:00"
"262","大狼犬","グラエナ","Mightyena","2018-11-20 00:00:00","2018-11-20 00:00:00"
"263","蛇紋熊","ジグザグマ","Zigzagoon","2018-11-20 00:00:00","2018-11-20 00:00:00"
"264","直衝熊","マッスグマ","Linoone","2018-11-20 00:00:00","2018-11-20 00:00:00"
"265","刺尾蟲","ケムッソ","Wurmple","2018-11-20 00:00:00","2018-11-20 00:00:00"
"266","甲殼繭","カラサリス","Silcoon","2018-11-20 00:00:00","2018-11-20 00:00:00"
"267","狩獵鳳蝶","アゲハント","Beautifly","2018-11-20 00:00:00","2018-11-20 00:00:00"
"268","盾甲繭","マユルド","Cascoon","2018-11-20 00:00:00","2018-11-20 00:00:00"
"269","毒粉蛾","ドクケイル","Dustox","2018-11-20 00:00:00","2018-11-20 00:00:00"
"270","蓮葉童子","ハスボー","Lotad","2018-11-20 00:00:00","2018-11-20 00:00:00"
"271","蓮帽小童","ハスブレロ","Lombre","2018-11-20 00:00:00","2018-11-20 00:00:00"
"272","樂天河童","ルンパッパ","Ludicolo","2018-11-20 00:00:00","2018-11-20 00:00:00"
